date	point1_A	point1_H	point1_V
2024-09-06 20-33-20	26.34	58.37	27.12
2024-09-06 21-03-49	27.57	60.18	28.73
2024-09-06 21-34-19	28.1	61.65	28.47
2024-09-06 22-04-50	27.7	60.79	27.96
2024-09-06 22-35-20	27.27	59.81	26.88
2024-09-08 06-55-31	0.33	0.65	0.32
2024-09-08 07-17-21	3.93	3.88	28.43
2024-09-08 07-47-50	27.6	61.62	29.41
2024-09-08 08-18-20	27.41	61.04	28.31
2024-09-08 08-48-50	27.54	61.59	28.13
2024-09-08 09-19-20	27.1	59.78	28.07
2024-09-08 09-49-51	27.13	59.44	28.59
2024-09-08 10-20-20	27.28	59.62	28.08
2024-09-08 10-50-51	26.89	58.67	27.69
2024-09-08 11-21-21	26.62	57.74	27
2024-09-08 11-51-50	26.12	56.81	27.93
2024-09-08 12-22-20	26.1	56.6	28.02
2024-09-08 12-30-58	26.46	57.42	27.33
2024-09-08 12-52-50	26.07	56.1	26.79
2024-09-08 13-23-20	26.22	57.29	27.31
2024-09-08 13-53-49	26.54	58.14	27.36
2024-09-08 14-24-20	26.48	56.55	27.54
2024-09-08 14-54-50	26.31	57.39	27.51
2024-09-08 15-25-20	26.6	58.4	27.05
2024-09-08 15-55-50	14.82	20.07	12.37
2024-09-08 16-26-20	24.44	52.35	26.32
2024-09-08 16-56-49	26.47	57.17	27.6
2024-09-08 17-27-20	26.33	57.86	27.55
2024-09-08 17-57-50	26.99	58.24	27.32
2024-09-08 18-28-19	27.07	58.66	27.44
2024-09-08 18-58-50	27.2	59.75	27.36
2024-09-08 19-29-20	26.51	57.52	27.99
2024-09-08 19-59-50	26.98	57.95	26.77
2024-09-08 20-59-20	27.04	58.81	27.24
2024-09-08 21-29-50	27.35	60.09	26.81
2024-09-08 22-00-19	27.09	58.57	27.41
2024-09-08 22-30-49	26.56	58.31	26.51
2024-09-08 23-01-20	26.8	59.91	26.91
2024-09-08 23-31-49	27.43	60.12	26.23
2024-09-09 00-02-18	27.94	60.96	27.2
2024-09-09 00-30-58	28	60.63	27.53
2024-09-09 00-32-49	27.15	59.59	27.2
2024-09-09 01-03-19	27.16	59.25	26.92
2024-09-09 01-33-48	27.26	59.58	27.34
2024-09-09 02-04-19	27.4	59.87	26.88
2024-09-09 02-34-49	27.42	59.26	26.07
2024-09-09 03-05-18	27.6	60.31	27.13
2024-09-09 06-38-48	4.38	3.93	30.25
2024-09-09 07-09-18	27.53	60.81	28.04
2024-09-09 07-39-49	28	60.77	28.2
2024-09-09 08-10-18	27.96	60.64	27.01
2024-09-09 08-40-48	27.93	60.7	28.27
2024-09-09 09-11-19	28.49	62.58	28.26
2024-09-09 09-41-49	28.36	61.13	27.41
2024-09-09 10-12-18	28.06	61.12	27.84
2024-09-09 10-42-49	28.21	61.75	27.14
2024-09-09 11-13-18	27.84	61.61	26.78
2024-09-09 11-43-47	27.63	60.52	27.96
2024-09-09 12-14-18	28.12	62.18	27.39
2024-09-09 12-30-56	28.06	61.5	28.31
2024-09-09 12-44-48	28.15	62.37	28.5
2024-09-09 13-15-17	27.79	61.7	1.12
2024-09-09 13-45-48	28.25	62.02	28.24
2024-09-09 14-16-19	28.48	62.59	28.06
2024-09-09 14-46-48	28.44	62.87	27.62
2024-09-09 15-17-18	27.89	61.56	28.21
2024-09-09 15-47-48	28.13	61.41	28.88
2024-09-09 16-18-18	28.6	62.45	28.71
2024-09-09 16-48-47	27.99	62.1	27.78
2024-09-09 17-19-18	28.66	62.41	26.42
2024-09-09 17-49-48	28.21	61.58	28.89
2024-09-09 18-20-17	28.4	61.64	28.13
2024-09-09 18-50-46	28.98	62.29	28.07
2024-09-09 19-21-17	27.85	61.4	27.84
2024-09-09 19-51-47	28.72	62.28	28.91
2024-09-09 20-22-16	28.4	62.46	29.07
2024-09-09 20-52-47	28.2	62.4	28.05
2024-09-09 21-23-17	28.42	61.6	28.24
2024-09-09 21-53-48	29.01	62.9	28.66
2024-09-09 22-24-17	29.05	62.6	28
2024-09-09 22-54-47	28.91	62.47	27.86
2024-09-09 23-25-16	28.58	61.63	27.02
2024-09-09 23-55-44	28.06	61.49	26.59
2024-09-10 00-26-17	28.59	62.05	27.93
2024-09-10 00-30-55	28.6	62.21	27.72
2024-09-10 00-56-47	29.02	62.92	27.6
2024-09-10 01-27-17	29.14	62.76	27.58
2024-09-10 01-57-47	29.5	64.11	27.79
2024-09-10 02-28-16	28.95	63.29	28.01
2024-09-10 02-58-47	28.88	63.54	27.49
2024-09-10 03-29-16	29.16	64.57	27.5
2024-09-10 03-59-46	28.32	61.9	28.12
2024-09-10 04-30-16	28.54	62.45	27.71
2024-09-10 05-00-46	29.16	62.29	27.5
2024-09-10 05-31-16	28.56	62.15	28.2
2024-09-10 06-01-46	28.62	63.28	26.97
2024-09-10 06-32-16	29	63.4	29.02
2024-09-10 07-02-46	29.12	63.74	28.46
2024-09-10 07-33-16	29.39	63.66	28.47
2024-09-10 08-03-47	28.68	63.35	27.22
2024-09-10 08-34-17	29.62	65.69	29.29
2024-09-10 09-04-46	30.01	64.62	28.5
2024-09-10 09-35-16	29.52	64.32	29.74
2024-09-10 10-05-46	28.92	63.94	29.23
2024-09-10 10-36-16	29.41	63.73	27.63
2024-09-10 11-06-46	29.05	63.67	28.53
2024-09-10 11-37-17	29.06	63.44	28.19
2024-09-10 12-07-46	29.59	64.92	28.51
2024-09-10 12-30-54	29.5	63.55	28.53
2024-09-10 12-38-16	29.57	64.02	29.11
2024-09-10 13-08-46	28.87	61.3	27.09
2024-09-10 13-39-16	29.67	63.61	28.31
2024-09-10 14-09-46	28.86	63.72	27.04
2024-09-10 14-40-15	29.2	63.6	27.8
2024-09-10 19-00-16	5.99	3.02	25.94
2024-09-10 19-30-45	28.28	62.73	29
2024-09-10 20-01-16	28.85	63.35	28.01
2024-09-10 20-31-45	29.13	63.16	29.05
2024-09-10 21-02-15	28.71	63.42	28.86
2024-09-10 21-32-44	28.74	62.2	29.06
2024-09-10 22-03-14	28.8	62.96	29
2024-09-10 22-33-45	28.65	62.38	28.16
2024-09-10 23-04-15	28.02	60.63	27.09
2024-09-10 23-34-44	28.59	61.43	28.09
2024-09-11 00-05-15	28.55	62.16	27.82
2024-09-11 00-30-52	28.06	60.8	27.7
2024-09-11 00-35-45	27.77	60.06	27.45
2024-09-11 01-52-14	10.74	14.23	16.3
2024-09-11 02-22-45	27.4	60.56	26.6
2024-09-11 02-53-14	27.77	61.91	28.01
2024-09-11 03-23-44	27.83	61.58	27.68
2024-09-11 03-54-14	27.75	60.37	27.84
2024-09-11 04-24-44	28.6	61.74	27.06
2024-09-11 04-55-14	28.11	60.73	28.07
2024-09-11 05-25-45	28.2	61.48	28.45
2024-09-11 05-56-15	27.85	61.41	28.41
2024-09-11 06-26-44	28.78	62.25	28.19
2024-09-11 06-57-14	28.34	61.01	27.87
2024-09-11 07-27-44	28.44	61.7	27.59
2024-09-11 07-58-14	28.12	61.45	28.44
2024-09-11 08-28-44	28.34	61.37	27.56
2024-09-11 08-59-14	28.38	60.97	28.21
2024-09-11 09-29-44	28.19	60.58	28.24
2024-09-11 10-00-15	28.24	62.16	28.1
2024-09-11 10-30-43	28.12	61.95	29.05
2024-09-11 11-01-13	27.92	62.3	26.98
2024-09-11 11-31-44	28.97	62.38	28.09
2024-09-11 12-02-14	28.62	62.35	28.73
2024-09-11 12-30-51	28.63	61.85	27.79
2024-09-11 12-32-44	28.61	62.94	28.45
2024-09-11 13-03-14	29.04	62.92	27.26
2024-09-11 13-33-43	28.87	62.79	28.19
2024-09-11 14-04-13	28.55	61.28	26.35
2024-09-11 14-34-43	29.04	63.1	27.63
2024-09-11 15-05-14	29.21	61.83	26.78
2024-09-11 15-35-44	28.7	61.88	27.93
2024-09-11 16-06-14	27.69	60.57	27.67
2024-09-11 16-36-43	29.37	63.39	29.59
2024-09-11 17-07-12	28.18	60.9	27.43
2024-09-11 17-37-44	28.54	62.61	27.38
2024-09-11 18-08-13	28.57	61.73	26.71
2024-09-11 18-38-42	28.42	62.69	27.94
2024-09-11 19-09-15	29.29	62.62	27.79
2024-09-11 19-39-45	28.67	62.58	26.83
2024-09-11 20-10-15	28.83	62.99	26.79
2024-09-11 20-40-45	28.06	61.54	27.41
2024-09-11 21-11-14	28.77	63.19	28.68
2024-09-11 21-41-45	28.9	63.47	27.38
2024-09-11 22-12-15	28.83	62.82	27.82
2024-09-11 22-42-44	29.07	62.7	27.84
2024-09-11 23-13-14	28.72	62.67	28.25
2024-09-11 23-43-45	28.7	63.04	28.49
2024-09-12 00-14-15	29.2	63.09	26.9
2024-09-12 00-30-53	29.39	63.89	28.29
2024-09-12 00-44-44	28.92	63.32	28.2
2024-09-12 01-15-15	28.75	62.12	27.37
2024-09-12 01-45-44	28.88	63.32	27.3
2024-09-12 02-16-13	29.62	63.34	27.53
2024-09-12 02-46-45	28.91	63.53	27.51
2024-09-12 03-17-14	29.51	63.84	27.76
2024-09-12 03-47-45	29.28	63.72	28.32
2024-09-12 04-18-14	29.12	63.72	28.19
2024-09-12 04-48-44	29.69	64.3	26.76
2024-09-12 05-19-14	29.61	63.95	27.37
2024-09-12 05-49-43	29.33	64.23	28.34
2024-09-12 06-20-14	29.39	64.32	27.93
2024-09-12 06-50-44	29.9	64.73	28.21
2024-09-12 07-21-13	29.28	64.96	28.16
2024-09-12 07-51-45	29.06	63.36	26.6
2024-09-12 08-22-14	28.69	63.13	29
2024-09-12 08-52-44	28.59	63.09	27.56
2024-09-12 09-23-14	29.41	64.12	28.93
2024-09-12 09-53-43	29.41	63.26	27.78
2024-09-12 10-24-13	29.86	64.62	29.29
2024-09-12 10-54-43	29.72	65.19	29.44
2024-09-12 11-25-14	29.49	64.08	28.41
2024-09-12 11-55-44	29.91	64.4	28.56
2024-09-12 12-26-14	29.44	63.68	28.21
2024-09-12 12-30-51	29.86	64.94	30.12
2024-09-12 12-56-44	29.67	65.2	28.12
2024-09-12 13-27-13	30.27	64.88	28.8
2024-09-12 13-57-43	28.79	63.25	27.76
2024-09-12 14-28-13	29.41	64.51	30.02
2024-09-12 14-58-43	29.71	65	30.5
2024-09-12 15-29-14	29.43	64.22	30.25
2024-09-12 15-59-43	29.81	65.09	29.05
2024-09-12 16-30-13	29.79	64.85	28.57
2024-09-12 17-00-43	30.67	66.07	28.55
2024-09-12 17-31-13	29.67	63.53	27.36
2024-09-12 18-01-43	29.4	63.31	27.09
2024-09-12 18-32-12	30.47	66.42	28.14
2024-09-12 19-02-44	28.71	60.95	27.82
2024-09-12 19-33-13	29.64	64.54	29.27
2024-09-12 20-03-42	29.7	64.26	27.86
2024-09-12 20-34-12	29.45	63.77	28.07
2024-09-12 21-04-42	29.56	64.09	28.67
2024-09-12 21-35-12	28.7	62.27	27.51
2024-09-12 22-05-42	29.21	62.5	27.49
2024-09-12 22-36-13	28.73	63.35	27.75
2024-09-12 23-06-43	29.04	63.15	28.02
2024-09-12 23-37-12	29.22	63.35	28
2024-09-13 00-07-43	29.82	64.13	27.88
2024-09-13 00-30-51	29	64.48	26.34
2024-09-13 00-38-13	29.24	64.37	28.27
2024-09-13 01-08-43	30.03	65.29	28.39
2024-09-13 01-39-12	29.37	63.4	27.55
2024-09-13 02-09-43	29.08	63.84	28.77
2024-09-13 02-40-13	29.42	64.34	27.42
2024-09-13 03-10-42	29.75	64.85	26.82
2024-09-13 03-41-12	29.79	64.49	27.62
2024-09-13 04-11-42	29.7	64.69	26.84
2024-09-13 04-42-11	30.23	66.03	27.22
2024-09-13 05-12-42	29.42	64.47	26.6
2024-09-13 05-43-13	29.87	64.37	28.32
2024-09-13 06-13-43	27.05	58.54	27.9
2024-09-13 06-44-12	27.22	58.66	27.31
2024-09-13 07-14-42	27.46	59.38	27.89
2024-09-13 07-45-12	26.91	58.81	28.85
2024-09-13 08-15-42	28.68	62.68	30.01
2024-09-13 08-46-12	26.93	58.89	28.53
2024-09-13 09-16-41	27.21	59.35	27.6
2024-09-13 09-47-12	27.38	59.52	29.21
2024-09-13 10-17-41	26.81	59.41	28.85
2024-09-13 10-48-12	27.11	59.92	27.27
2024-09-13 11-18-42	29.8	63.81	29.81
2024-09-13 11-49-11	26.69	58.17	27.58
2024-09-13 12-19-42	26.79	59.38	28.86
2024-09-13 12-30-49	26.78	58.76	28.16
2024-09-13 12-50-12	26.73	58.59	28.11
2024-09-13 13-20-42	27.6	60.21	28.44
2024-09-13 13-51-12	27.25	59.68	29.29
2024-09-13 14-21-42	27.86	60.97	28.2
2024-09-13 14-52-11	28.96	62.7	28.91
2024-09-13 22-53-10	13.63	18.73	18.23
2024-09-13 23-23-41	28.58	60.17	29.44
2024-09-14 00-02-41	8.15	5.55	14.01
2024-09-14 00-30-48	27.97	59.96	27.12
2024-09-14 00-33-10	27.81	60.2	27.66
2024-09-14 01-03-40	28.48	59.79	29.19
2024-09-14 01-34-10	27.64	59.86	28.38
2024-09-14 02-04-40	27.49	59.91	28.9
2024-09-14 05-03-10	4.7	5.32	23.22
2024-09-14 05-33-40	28.36	59.6	29.04
2024-09-14 06-04-09	27.24	59.3	27.94
2024-09-14 06-34-40	27.23	58.89	30.14
2024-09-14 07-05-11	27.81	59.94	29.57
2024-09-14 07-35-39	27.73	59.78	28.36
2024-09-14 08-06-10	27.54	59.56	30.01
2024-09-14 08-36-40	27.49	60.33	29.51
2024-09-14 09-07-10	27.71	61.21	30.76
2024-09-14 09-37-39	27.28	59.88	29.8
2024-09-14 10-08-10	27.45	60.66	29.53
2024-09-14 10-38-40	27.69	59.97	29.82
2024-09-14 11-09-10	27.58	60.22	29.77
2024-09-14 11-39-40	27.13	59.46	29.46
2024-09-14 12-10-08	27.42	60.44	29.26
2024-09-14 12-30-47	27.2	59.89	29.06
2024-09-14 12-40-38	27.93	60.86	30.14
2024-09-14 13-11-09	27.85	60.77	29.36
2024-09-14 13-41-39	27.46	60.13	29
2024-09-14 14-12-09	27.6	59.71	29.67
2024-09-14 14-42-38	27.16	59.61	29.33
2024-09-14 15-13-09	27.47	59.98	28.71
2024-09-14 15-43-39	27.28	59.52	28.02
2024-09-14 16-14-09	27.82	60.39	28.66
2024-09-14 16-44-38	27.97	61.22	29.24
2024-09-14 17-15-09	27.63	60.68	29.51
2024-09-14 17-45-39	27.12	59.24	28.15
2024-09-14 18-16-09	27.49	59.64	28.77
2024-09-14 18-46-38	27.43	59.34	28.54
2024-09-14 19-17-08	27.49	60.72	29.27
2024-09-14 19-47-38	27.42	59.05	28.46
2024-09-14 20-18-07	27.63	60.41	29.35
2024-09-14 20-48-39	27.66	59.32	28.13
2024-09-14 21-19-09	27.78	59.69	29.83
2024-09-14 21-49-38	27.84	59.4	28.27
2024-09-14 22-20-08	27.67	60.62	29.56
2024-09-14 22-50-38	27.5	59.97	29.12
2024-09-15 00-30-46	0.43	0.61	0.37
2024-09-15 01-55-07	8.36	4.9	15.29
2024-09-15 02-25-38	28.13	60.53	27.83
2024-09-15 02-56-08	28.3	60.39	29.9
2024-09-15 03-26-38	28.82	62.4	30.03
2024-09-15 03-57-08	28.58	61.24	29.2
2024-09-15 04-27-38	28.27	61.15	28.24
2024-09-15 04-58-07	28.12	61.85	28.73
2024-09-15 05-28-38	28.13	60.57	30.07
2024-09-15 05-59-08	27.92	60.41	29.18
2024-09-15 06-29-38	28.09	60.79	29.46
2024-09-15 07-00-07	28.2	60.42	28.72
2024-09-15 07-30-38	27.89	60.53	28.77
2024-09-15 08-01-08	27.91	60.6	29.67
2024-09-15 08-31-38	27.89	61.05	29.72
2024-09-15 09-02-07	28.08	61.38	28.05
2024-09-15 09-32-37	28.07	61.32	30.4
2024-09-15 10-03-06	28.01	60.62	30.1
2024-09-15 10-33-37	28.39	61.18	30.51
2024-09-15 11-04-06	28.22	61.75	29.97
2024-09-15 11-34-37	28.56	61.24	30.13
2024-09-15 12-05-06	28.35	61.75	30.27
2024-09-15 12-30-45	28.06	62.19	30.72
2024-09-15 12-35-37	28.56	62.36	29.24
2024-09-15 13-06-07	28.25	60.95	29.25
2024-09-15 13-36-37	28.74	61.65	30.1
2024-09-15 14-07-06	28.51	61.72	29.08
2024-09-15 14-37-37	28.49	62.04	29.99
2024-09-15 15-30-37	12.4	15.45	17.45
2024-09-15 16-01-07	28.2	61.43	29.55
2024-09-15 16-31-37	27.77	61.7	29.83
2024-09-15 17-02-07	28.06	61.97	29.43
2024-09-15 17-32-37	28	61.47	29.86
2024-09-15 18-03-05	27.84	60.63	29.94
2024-09-15 18-33-36	27.91	61.02	29.87
2024-09-15 19-04-07	27.69	60.26	30.19
2024-09-15 19-34-36	27.73	60.69	30
2024-09-15 20-05-06	28.04	61.13	30.49
2024-09-15 20-35-37	28.29	61.01	29.81
2024-09-15 21-06-05	27.74	60.56	29.67
2024-09-15 21-36-35	27.82	61.34	30.31
2024-09-15 22-07-05	28.23	60.99	28.57
2024-09-15 22-37-36	28.07	60.95	28.79
2024-09-15 23-08-07	28.1	61.42	29.79
2024-09-15 23-38-36	27.88	60.78	29.94
2024-09-16 00-09-06	27.9	60.2	30.18
2024-09-16 00-30-44	27.72	60.59	29.27
2024-09-16 00-39-36	28.21	61.21	29.57
2024-09-16 01-10-05	27.73	61.19	29.89
2024-09-16 01-40-35	27.87	61.53	29.92
2024-09-16 02-11-06	27.82	60.43	30.49
2024-09-16 02-41-36	28.09	61.3	29.61
2024-09-16 03-12-06	27.5	60.01	29.19
2024-09-16 03-42-35	27.68	60.41	29.22
2024-09-16 04-13-05	28.3	60.16	28.31
2024-09-16 04-43-35	27.83	60.15	29.33
2024-09-16 05-14-06	28.23	61.07	30.54
2024-09-16 05-44-35	27.96	61.92	29.89
2024-09-16 06-15-05	28.2	61.7	29.35
2024-09-16 06-45-35	28.07	61.21	28.97
2024-09-16 07-16-05	29.17	62.39	30.7
2024-09-16 07-46-35	28	60.02	30.35
2024-09-16 08-17-04	28.48	61.04	29.25
2024-09-16 08-47-36	27.4	59.93	29.29
2024-09-16 09-18-04	28.22	61.07	29.9
2024-09-16 09-48-35	28.36	61.16	29.29
2024-09-16 10-19-04	28.51	61.16	29.49
2024-09-16 10-49-35	27.56	61.22	29.29
2024-09-16 11-20-04	27.65	60.36	29.81
2024-09-16 11-50-36	27.57	60.7	29.28
2024-09-16 12-21-08	27.34	60.18	29.45
2024-09-16 12-30-47	27.23	60.08	29.1
2024-09-16 12-51-39	27.51	60.15	30.1
2024-09-16 13-22-08	27.06	60.8	29.73
2024-09-16 13-52-38	27.19	60.79	30.07
2024-09-16 14-23-08	27.87	60.81	29.01
2024-09-16 14-53-38	27.86	60.95	30.65
2024-09-16 15-24-08	27.9	60.67	30.5
2024-09-16 15-54-38	27.79	60.52	28.31
2024-09-16 16-25-07	27.18	60.1	29.38
2024-09-16 16-55-38	27.83	61.32	29.99
2024-09-16 17-26-07	27.49	59.6	29.29
2024-09-16 17-56-37	27.28	60.73	28.67
2024-09-16 18-27-07	28.14	61.04	29.39
2024-09-16 18-57-38	27.62	60.19	29.01
2024-09-16 19-28-08	28.17	59.79	29.34
2024-09-16 19-58-37	27.15	60.08	29.01
2024-09-16 20-29-07	27.73	60.59	29.77
2024-09-16 20-59-37	27.44	60.27	29.43
2024-09-16 21-30-07	27.27	60.48	30.19
2024-09-16 22-00-37	28.2	60.56	30.06
2024-09-16 22-31-07	27.48	60.41	28.88
2024-09-16 23-01-37	27.92	60.04	28.91
2024-09-16 23-32-07	27.76	60.68	29.79
2024-09-17 00-02-38	28.08	60.63	29.18
2024-09-17 00-30-46	27.91	60.74	29.79
2024-09-17 00-33-08	27.94	60.81	29.75
2024-09-17 01-03-37	27.86	61.14	30
2024-09-17 01-34-07	28.04	61.06	29.18
2024-09-17 02-04-36	27.95	61.04	28.72
2024-09-17 02-35-07	27.77	61.37	29.99
2024-09-17 03-05-37	28.24	60.81	29.37
2024-09-17 03-36-07	28.03	60.67	29.39
2024-09-17 04-06-37	27.9	60.42	29.43
2024-09-17 04-37-06	27.75	61.76	29.95
2024-09-17 05-07-37	27.85	60.97	28.48
2024-09-17 05-38-07	28.32	61.21	29.13
2024-09-17 06-08-37	27.44	59.61	27.57
2024-09-17 06-39-07	28.32	61.2	29.38
2024-09-17 07-09-37	28.15	60.58	29.22
2024-09-17 07-40-07	27.96	61.47	29.58
2024-09-17 08-10-37	28.13	61.1	29.64
2024-09-17 08-41-07	27.91	59.19	29.53
2024-09-17 09-11-37	27.78	61.15	29.04
2024-09-17 09-42-06	28.27	62.5	29.57
2024-09-17 10-12-37	27.58	61.31	28.84
2024-09-17 10-43-06	28.29	61.58	29.36
2024-09-17 11-13-37	28.08	60.95	28.98
2024-09-17 11-44-07	27.5	61.27	28.52
2024-09-17 12-14-36	27.67	60.52	28.64
2024-09-17 12-30-45	27.06	60.06	28.59
2024-09-17 12-45-06	27.32	60.61	28.59
2024-09-17 13-15-36	27.88	60.74	28.7
2024-09-17 13-46-06	27.46	60.64	28.47
2024-09-17 14-16-37	27.35	59.81	29.16
2024-09-17 14-47-06	27.86	60.67	28.27
2024-09-17 15-17-36	27.52	60.51	29.26
2024-09-17 15-48-06	27	59.78	28.35
2024-09-17 16-18-36	27.59	59.82	28
2024-09-17 16-49-06	27.77	60.33	28.6
2024-09-17 17-19-36	27.55	59.4	29.07
2024-09-17 17-50-06	27.98	59.69	28.38
2024-09-17 18-20-36	27.12	59.46	28.78
2024-09-17 18-51-06	27.6	59.85	28.55
2024-09-17 19-21-36	27.94	59.78	29
2024-09-17 19-52-06	27.63	58.92	28.21
2024-09-17 20-22-36	27.9	60	27.65
2024-09-17 20-53-05	27.42	59.34	28.39
2024-09-17 21-23-36	27.79	59.55	27.76
2024-09-17 21-54-06	27.8	59.77	29.02
2024-09-17 22-24-35	27.61	59.3	29.25
2024-09-17 22-55-05	27.51	59.06	28.34
2024-09-17 23-25-35	27	59.41	28.09
2024-09-17 23-56-05	27.4	59.54	28.06
2024-09-18 00-26-35	27.09	58.53	28.36
2024-09-18 00-30-43	27.19	59.35	29.13
2024-09-18 00-57-05	27.24	59.17	28.34
2024-09-18 01-27-36	27.77	59.52	30.08
2024-09-18 01-58-05	27.33	58.65	29.13
2024-09-18 02-28-36	26.83	59.4	28.58
2024-09-18 02-59-04	27.05	59.18	28.59
2024-09-18 03-29-34	27.14	58.99	28.42
2024-09-18 04-00-05	27.43	59.81	28.51
2024-09-18 04-30-34	27.8	60.1	28.92
2024-09-18 05-01-05	27.07	58.33	27.83
2024-09-18 05-31-35	28	59.9	28.18
2024-09-18 06-02-05	27.46	59.38	28.71
2024-09-18 06-32-35	27.02	59.75	29.02
2024-09-18 07-03-05	28.46	60.72	29.09
2024-09-18 07-33-35	27.29	60.23	27.96
2024-09-18 08-04-04	28.2	59.64	29.01
2024-09-18 08-34-35	27.8	59.91	27.68
2024-09-18 09-05-04	27.61	59.26	28.64
2024-09-18 09-35-35	27.44	59.51	28.82
2024-09-18 10-06-04	28.29	60.3	29.89
2024-09-18 10-36-35	27.68	59.67	28.55
2024-09-18 11-07-05	27.45	60.34	27.02
2024-09-18 11-37-34	27.68	60.23	28.28
2024-09-18 12-08-03	27.62	59.57	27.88
2024-09-18 12-30-42	27.5	59.46	28.85
2024-09-18 12-38-34	28.24	60.74	27.81
2024-09-18 13-09-05	26.93	59.52	27.76
2024-09-18 13-39-34	27.44	59.94	28.25
2024-09-18 14-10-04	28.13	60.66	28.92
2024-09-18 14-40-34	28.25	60.01	28.92
2024-09-18 15-11-04	27.79	60.88	28.81
2024-09-18 15-41-34	27.55	59.74	28.21
2024-09-18 16-12-04	27.64	60.47	27.8
2024-09-18 16-42-34	28.19	59.6	28.99
2024-09-18 17-13-03	27.38	59.49	27.82
2024-09-18 17-43-34	27.45	59.89	28.13
2024-09-18 18-14-04	27.57	59.64	28.14
2024-09-18 18-44-34	27.56	59.46	28.6
2024-09-18 19-15-04	27.36	59.36	28.8
2024-09-18 19-45-34	27.48	60.29	28.56
2024-09-18 20-16-04	26.89	59.65	28.18
2024-09-18 20-46-33	27.26	59.69	28.28
2024-09-18 21-17-04	27.55	59.34	28.84
2024-09-18 21-47-34	27.8	60.12	28.9
2024-09-18 22-18-03	27.29	59.72	28.09
2024-09-18 22-48-33	28.01	59.3	28.81
2024-09-18 23-19-04	27.33	60.1	29.3
2024-09-18 23-49-34	27.6	59.83	28.51
2024-09-19 00-20-03	28.05	60.58	29.19
2024-09-19 00-30-41	27.57	60.31	29.1
2024-09-19 00-50-33	27.72	60.11	29.11
2024-09-19 01-21-03	28.02	59.74	28.71
2024-09-19 01-51-34	27.55	60.52	29
2024-09-19 02-22-04	27.77	59.95	28.87
2024-09-19 02-52-33	27.79	60.06	28.99
2024-09-19 03-23-03	27.98	60.55	28.3
2024-09-19 03-53-33	27.88	59.77	29.3
2024-09-19 04-24-03	27.41	59.48	28.63
2024-09-19 04-54-33	28.16	59.74	28.66
2024-09-19 05-25-03	27.59	58.88	28.8
2024-09-19 05-55-33	27.39	59.04	27.95
2024-09-19 06-26-03	27.92	59.8	28.99
2024-09-19 06-56-33	28.17	59.84	29.18
2024-09-19 07-27-03	28.34	60.32	28.6
2024-09-19 07-57-33	27.17	59.29	28.88
2024-09-19 08-28-03	27.54	59.44	27.95
2024-09-19 08-58-33	27.92	59.72	28.29
2024-09-19 09-29-02	27.32	59.44	28.75
2024-09-19 09-59-32	27.28	60.09	28.85
2024-09-19 10-30-02	27.47	60.45	28.88
2024-09-19 11-00-33	27.4	59.52	28.48
2024-09-19 11-31-02	27.38	59.18	28.5
2024-09-19 12-01-32	27	58.85	29.65
2024-09-19 12-30-40	27.75	59.46	29.06
2024-09-19 12-32-03	27.07	59.61	27.98
2024-09-19 13-02-32	27.39	59.83	29.32
2024-09-19 13-33-02	27.53	59.73	29.02
2024-09-19 14-03-33	27.62	58.96	28.44
2024-09-19 14-34-02	27.71	60.06	29.42
2024-09-19 15-04-33	27.33	59.13	29.51
2024-09-20 00-30-40	2.64	4.97	2.71
